source_row,review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,manual_check1,manual_check2,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
92,DES-093,45431,SCOPUS_ID:85165290956,10.1016/j.ypmed.2023.107607,Association of cardiovascular health using Life's Essential 8 with noncommunicable disease multimorbidity,Preventive Medicine,2023,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,Adults; Cardiovascular health; Life's Essential 8; Multimorbidity; NHANES; Noncommunicable disease,,,True,0.03,False,no,0.0,1.0,1755,50,7.371e-05,1045.2843329985626,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-d252IV21oUPzDn6WUEqi,,1d16b25dcca8,2026-09-19T18:34:40+00:00
93,DES-094,1736,SCOPUS_ID:0031057125,10.1093/oxfordjournals.aje.a009107,Nicotine patches in smoking cessation: A randomized trial among over- the-counter customers in Denmark,American Journal Of Epidemiology,1997,Experimental,Experimental,Experimental,Experimental,Experimental,Experimental,False,False,False,False,False,drug administration routes; drugs; nicotine; non-prescription; placebo effect; randomized controlled trials; smoking cessation,,,True,0.04,False,no,0.0,1.0,1802,50,7.5684e-05,247.88620800245553,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-JaGiT48UNJspQI6vID4l,,1d16b25dcca8,2026-09-19T18:34:39+00:00
94,DES-095,24600,SCOPUS_ID:0033851958,10.1023/a:1007627332215,"Cancer mortality and exposure to chemical carcinogens in the work place: An ecological study in the Valencian Community, Spain (1981-1995)",European Journal Of Epidemiology,2000,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,Cancer; Chemical carcinogens; Ecological study; Geographical differences; Job-exposure; Mortality,,,True,0.05,False,no,0.0,1.0,1648,50,6.9216e-05,296.04495799867436,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-x1AEkLO8fxjOg3nZem0p,,1d16b25dcca8,2026-09-19T18:34:39+00:00
95,DES-096,42244,SCOPUS_ID:80955144172,10.1016/j.ypmed.2011.08.019,"""If there wasn't the technology then I would probably be out everyday"": A qualitative study of children's strategies to reduce their screen viewing",Preventive Medicine,2011,Qualitative,Other/None,Qualitative,Qualitative,Qualitative,Qualitative,False,False,False,False,False,Children; Focus groups; Physical activity; Screen-viewing; Sedentary lifestyle,,,True,0.56,True,yes,0.67,0.34,1648,50,6.9216e-05,322.46791702345945,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-AZzNce9HMSz3APFXXHBs,,1d16b25dcca8,2026-09-19T18:34:39+00:00
96,DES-097,38188,SCOPUS_ID:85042849066,10.1136/jech-2017-209847,Do flexible work policies improve parents' health? A natural experiment based on the UK Millennium Cohort Study,Journal Of Epidemiology And Community Health,2018,Quasi-experimental,Quasi-experimental,Quasi-experimental,Cohort,Quasi-experimental,Other/None,False,True,False,True,True,cohort studies; lngitudinal studies; maternal health; policy; workplace,,,True,0.92,True,yes,0.99,0.98,1738,50,7.2996e-05,250.539666012628,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-lRa9jduiqpJYRfCTENd4,,1d16b25dcca8,2026-09-19T18:34:39+00:00
97,DES-098,12067,SCOPUS_ID:85084603369,10.1016/j.amepre.2019.12.024,Impact of the Centers for Disease Control and Prevention Recommendation and State Law on Birth Cohort Hepatitis C Screening of New York City Medicaid Recipients,American Journal Of Preventive Medicine,2020,Cohort,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,False,True,False,True,True,,,,True,0.82,True,yes,0.91,0.82,1754,50,7.3668e-05,360.05083299824037,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-3oyzn2z345CDo9one0pb,,1d16b25dcca8,2026-09-19T18:34:39+00:00
98,DES-099,6708,SCOPUS_ID:85054250509,10.1093/aje/kwy113,Which Method of Fall Ascertainment Captures the Most Falls in Prefrail and Frail Seniors?,American Journal Of Epidemiology,2018,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,aged; ascertainment methods; diaries; falls; frailty; hotlines; seniors,,,True,0.52,True,yes,0.64,0.28,1711,50,7.1862e-05,256.40562499756925,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-g5QDoL1j9Z3vrXxyyRmv,,1d16b25dcca8,2026-09-19T18:34:39+00:00
99,DES-100,38104,SCOPUS_ID:85052847690,10.1136/jech-2018-210701,Does environment influence childhood BMI? A longitudinal analysis of children aged 3-11,Journal Of Epidemiology And Community Health,2018,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,False,True,False,True,False,child health; housing; life course / childhood circumstances; longitudinal studies; obesity,,,True,0.05,False,no,0.0,1.0,1694,50,7.1148e-05,294.2332500242628,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-rACmnTCHxhprQzPpQic8,,1d16b25dcca8,2026-09-19T18:34:39+00:00
100,DES-101,6972,SCOPUS_ID:85072687046,10.1093/aje/kwz100,Effect Estimates in Randomized Trials and Observational Studies: Comparing Apples with Apples,American Journal Of Epidemiology,2019,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,antiretroviral initiation; causal inference; per-protocol effect; target trial,,,True,0.03,False,no,0.0,1.0,1547,50,6.4974e-05,300.7426659751218,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-krvdBJd7KclYYOLQwqXs,,1d16b25dcca8,2026-09-19T18:34:39+00:00
101,DES-102,18452,SCOPUS_ID:84886400284,10.2105/ajph.2013.301287,Secondhand smoke exposure and smoking behavior among young adult bar patrons,American Journal Of Public Health,2013,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,True,,,,True,0.9,True,yes,0.99,0.98,1616,50,6.7872e-05,321.86316698789597,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-PQliKcfXAyNTI3699Wir,,1d16b25dcca8,2026-09-19T18:34:39+00:00
102,DES-103,28666,SCOPUS_ID:85044336737,10.1093/eurpub/ckx148,Maternal serum bisphenol A levels and risk of pre-eclampsia: A nested case-control study,European Journal Of Public Health,2017,Case-control,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,,,,True,0.03,False,no,0.0,1.0,1837,50,7.7154e-05,261.79787499131635,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-ZzQ8498UQuzh7AcT9m0e,,1d16b25dcca8,2026-09-19T18:34:39+00:00
103,DES-104,29564,SCOPUS_ID:85135501070,10.1093/eurpub/ckac070,"European mature adults and elderly are moving closer to the Mediterranean diet - a longitudinal study, 2013-19",European Journal Of Public Health,2022,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,False,False,False,False,False,,,,True,0.08,False,no,0.01,0.98,1753,50,7.3626e-05,1290.3506250004284,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-FruYw4vdMZqkno5XeKBA,,1d16b25dcca8,2026-09-19T18:34:40+00:00
104,DES-105,21309,SCOPUS_ID:0028939653,10.1097/00001648-199505000-00008,An analysis of the process of human immunodeficiency virus sexual risk behavior change,Epidemiology,1995,Other/None,Ecological / Time-series,Ecological / Time-series,Cohort,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,Cohort study; Data collection; Exposure categorization; HIV/AIDS; Markov models; Pattern; Process; Risk behavior,,,True,0.55,True,yes,0.66,0.32,1546,50,6.4932e-05,419.35124999145046,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-a3v6ryJSh2djqRLVLgdT,,1d16b25dcca8,2026-09-19T18:34:40+00:00
105,DES-106,3559,SCOPUS_ID:28944452411,10.1093/aje/kwi342,"Physical activity, obesity, energy intake, and the risk of non-Hodgkin's lymphoma: A population-based case-control study",American Journal Of Epidemiology,2005,Case-control,Case-control,Case-control,Case-control,Case-control,Case-control,False,False,False,False,False,Case-control studies; Energy intake; Exercise; Lymphoma; Non-hodgkin; Obesity; Recreation,,,True,0.04,False,no,0.0,1.0,1797,50,7.5474e-05,447.1155419887509,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-K2jze42Z6mEJ3xKHsHRr,,1d16b25dcca8,2026-09-19T18:34:40+00:00
106,DES-107,3764,SCOPUS_ID:13544249699,10.1093/aje/kwi041,Occupational magnetic fields and female breast cancer: A case-control study using Swedish population registers and new exposure data,American Journal Of Epidemiology,2005,Case-control,Other/None,Case-control,Case-control,Case-control,Case-control,False,False,False,False,False,"Breast neoplasms; Case-control studies; Electromagnetic fields; Female; Receptors, estrogen",,,True,0.03,False,no,0.0,1.0,1615,50,6.783e-05,280.53108300082386,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-9RaEIlsjEc8QaJksS7pS,,1d16b25dcca8,2026-09-19T18:34:40+00:00
107,DES-108,29794,SCOPUS_ID:85205334652,10.1093/eurpub/ckae083,Differences in colorectal cancer awareness between screening eligible vs. ineligible Palestinians: A national cross-sectional study,European Journal Of Public Health,2024,Cross-sectional,Other/None,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,,,,True,0.04,False,no,0.0,1.0,1814,50,7.6188e-05,345.57858400512487,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-mRrrfQp4x2fxZp8cN83u,,1d16b25dcca8,2026-09-19T18:34:40+00:00
108,DES-109,16809,SCOPUS_ID:31544435452,10.2105/ajph.2004.059840,Relative effectiveness of worker safety and health training methods,American Journal Of Public Health,2006,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,False,True,False,True,False,,,,True,0.67,True,yes,0.71,0.43,1567,50,6.5814e-05,295.8227080234792,1,typesafe/jev-1.13-20260917,gen-dec-1789842879-2shM7Kc6USlYdUyhNqd9,,1d16b25dcca8,2026-09-19T18:34:40+00:00
109,DES-110,28795,SCOPUS_ID:85056722999,10.1093/eurpub/cky095,A qualitative study on primary health care responses to intimate partner violence during the economic crisis in Spain,European Journal Of Public Health,2018,Qualitative,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,True,,,,True,0.97,True,yes,1.0,1.0,1641,50,6.8922e-05,274.31016697664745,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-CvWDuGfEMy74xv1oQcsR,,1d16b25dcca8,2026-09-19T18:34:40+00:00
110,DES-111,31809,SCOPUS_ID:0035093497,10.1093/ije/30.1.88,Birthweight and behavioural problems in children: A modifiable effect?,International Journal Of Epidemiology,2001,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,Behavioural problems; Birthweight; Children; Health inequalities; SDQ; Social environment,,,True,0.05,False,no,0.0,1.0,1801,50,7.5642e-05,409.9235830071848,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-ReUMV6FuwVKBpERvz7mK,,1d16b25dcca8,2026-09-19T18:34:40+00:00
111,DES-112,32918,SCOPUS_ID:79953727246,10.1093/ije/dyp336,An evaluation of the impact of a large reduction in alcohol prices on alcohol-related and all-cause mortality: Time series analysis of a population-based natural experiment,International Journal Of Epidemiology,2011,Quasi-experimental,Ecological / Time-series,Quasi-experimental,Other/None,Quasi-experimental,Other/None,False,True,False,True,False,Alcohol drinking; Alcohol-related disorders; Cardiovascular diseases; Commerce; Economics; Mortality,,,True,0.07,False,no,0.0,1.0,1850,50,7.77e-05,455.7117910007946,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-9L0V64F1S8GKQ4qX58Ou,,1d16b25dcca8,2026-09-19T18:34:40+00:00
112,DES-113,22992,SCOPUS_ID:84894105484,10.1097/ede.0000000000000042,Cause-specific mortality among spouses of parkinson disease patients,Epidemiology,2014,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,,,,True,0.03,False,no,0.0,1.0,1768,50,7.4256e-05,315.69204200059175,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-puvuF1UUWxoREW6i43WB,,1d16b25dcca8,2026-09-19T18:34:40+00:00
113,DES-114,16955,SCOPUS_ID:34948844524,10.2105/ajph.2006.090399,The effect of disseminating evidence-based interventions that promote physical activity to health departments,American Journal Of Public Health,2007,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,False,True,False,True,True,,,,True,0.57,True,yes,0.7,0.39,1587,50,6.6654e-05,277.22445799736306,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-vdpgVMvp37UxpRquT8yO,,1d16b25dcca8,2026-09-19T18:34:40+00:00
114,DES-115,27305,SCOPUS_ID:3042555349,10.1093/eurpub/14.2.212,Social position and functional decline among non-disabled old men and women,European Journal Of Public Health,2004,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,Changes; Disability; Elderly; Material wealth; Social inequalities; Social position,,,True,0.1,False,no,0.02,0.95,1584,50,6.6528e-05,323.5130830144044,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-XXL8D3NTVSn8B1eL9ryG,,1d16b25dcca8,2026-09-19T18:34:40+00:00
115,DES-116,28814,SCOPUS_ID:85059287281,10.1093/eurpub/cky013,Changes in physical and mental health functioning during retirement transition: A register-linkage follow-up study,European Journal Of Public Health,2018,Cohort,Other/None,Cohort,Other/None,Cohort,Cohort,False,False,False,False,False,,,,True,0.61,True,yes,0.71,0.43,1742,50,7.3164e-05,282.5972920109052,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-GWmxaApH8CDnZQRy55Ni,,1d16b25dcca8,2026-09-19T18:34:40+00:00
116,DES-117,25601,SCOPUS_ID:77953232402,10.1007/s10654-010-9431-y,A successful implementation of e-epidemiology: The Danish pregnancy planning study 'Snart-Gravid',European Journal Of Epidemiology,2010,Other/None,Cohort,Cohort,Cohort,Cohort,Cohort,False,False,False,False,False,Cost efficiency; Feasibility; Internet-based recruitment and follow-up; Pregnancy planning study; Prospective cohort,,,True,0.08,False,no,0.01,0.98,1671,50,7.0182e-05,343.5994579922408,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-Nsuc7b7o8eWcTKHFUpxj,,1d16b25dcca8,2026-09-19T18:34:40+00:00
117,DES-118,16508,SCOPUS_ID:24144456535,10.2105/ajph.2004.044743,Prevalence of physical activity among Chinese adults: Results from the International Collaborative Study of Cardiovascular Disease in Asia,American Journal Of Public Health,2005,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,True,,,,True,0.96,True,yes,1.0,1.0,1624,50,6.8208e-05,329.3225829838775,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-xLls8YMmMVxkFS5cVUQU,,1d16b25dcca8,2026-09-19T18:34:40+00:00
118,DES-119,18782,SCOPUS_ID:84907829497,10.2105/ajph.2014.302116,Factors influencing parental involvement among minors seeking an abortion: A qualitative study,American Journal Of Public Health,2014,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,False,,,,True,0.04,False,no,0.0,1.0,1574,50,6.6108e-05,335.6625000014901,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-bPX9PmEIxuxz2rXGxcqK,,1d16b25dcca8,2026-09-19T18:34:40+00:00
119,DES-120,18298,SCOPUS_ID:84857327491,10.2105/ajph.2011.300470,Sleep disturbance preceding suicide among veterans,American Journal Of Public Health,2012,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,,,,True,0.73,True,yes,0.9,0.8,1573,50,6.6066e-05,330.1264170149807,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-T279KgPF2C3seox9qCjM,,1d16b25dcca8,2026-09-19T18:34:40+00:00
120,DES-121,44524,SCOPUS_ID:85087292947,10.1016/j.ypmed.2020.106186,"The impact of the Great Recession on California domestic violence events, and related hospitalizations and emergency service visits",Preventive Medicine,2020,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,True,Domestic violence; Hospitalizations; Social determinants,,,True,0.9,True,yes,0.99,0.98,1755,50,7.371e-05,300.8927920018323,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-7B5yIBYsUTTQMySHJg8r,,1d16b25dcca8,2026-09-19T18:34:40+00:00
121,DES-122,19114,SCOPUS_ID:84896533492,10.2105/ajph.2013.301666,Social branding to decrease smoking among young adults in bars,American Journal Of Public Health,2014,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,,,,True,0.52,True,yes,0.57,0.15,1688,50,7.0896e-05,263.39424998150207,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-gj7jmJeZBqJaEs941MnG,,1d16b25dcca8,2026-09-19T18:34:40+00:00
122,DES-123,7492,SCOPUS_ID:85139573237,10.1093/aje/kwac123,Lifetime Exposure to Welding Fumes and Risk of Some Rare Cancers,American Journal Of Epidemiology,2022,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,biliary tract cancer; bone cancer; male breast cancer; mycosis fungoides; small intestine cancer; thymus cancer; uveal melanoma; welder,,,True,0.04,False,no,0.0,1.0,1704,50,7.1568e-05,331.33270899998024,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-97QaxHk3uHxP175QzujR,,1d16b25dcca8,2026-09-19T18:34:40+00:00
123,DES-124,9110,SCOPUS_ID:22244440177,10.1016/j.amepre.2005.04.004,Screen-viewing behaviors among preschoolers: Parents' perceptions,American Journal Of Preventive Medicine,2005,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,True,,,,True,0.95,True,yes,1.0,1.0,1651,50,6.9342e-05,344.2734999989625,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-ubniNuqCQvLhksbjkXoC,,1d16b25dcca8,2026-09-19T18:34:41+00:00
124,DES-125,21491,SCOPUS_ID:0343472105,10.1097/00001648-199701000-00003,Individual nonsteroidal antiinflammatory drugs and other risk factors for upper gastrointestinal bleeding and perforation,Epidemiology,1997,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,age; corticosteroids; drug interaction; drug utilization; gastrointestinal toxicity; medical record linkage; nonsteroidal antiinflammatory agents,,,True,0.04,False,no,0.0,1.0,1693,50,7.1106e-05,267.84112499444745,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-C6aZdfvVJis8pkBqscOK,,1d16b25dcca8,2026-09-19T18:34:41+00:00
125,DES-126,24890,SCOPUS_ID:0041803237,10.1023/a:1024620617272,Evaluating a campaign to detect early stage breast tumors in the United States,European Journal Of Epidemiology,2003,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,Breast cancer; Community campaigns; Evaluation,,,True,0.87,True,yes,0.98,0.96,1572,50,6.6024e-05,294.81791699072346,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-8AdC2eXcb96IcpW4idKZ,,1d16b25dcca8,2026-09-19T18:34:41+00:00
126,DES-127,44870,SCOPUS_ID:85104075810,10.1016/j.ypmed.2021.106548,Effect of Washington State and Colorado's cannabis legalization on death by suicides,Preventive Medicine,2021,Other/None,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,False,True,False,True,False,Death by suicide; Health policy; Quantitative evaluation; Synthetic control modeling,,,True,0.05,False,no,0.0,1.0,1725,50,7.245e-05,318.8484580023214,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-K4ZP7nGMDttsswiS5kgk,,1d16b25dcca8,2026-09-19T18:34:41+00:00
127,DES-128,29207,SCOPUS_ID:85089922239,10.1093/eurpub/ckaa073,Sexual health services in community pharmacy for women on opioid substitution treatment: A qualitative study,European Journal Of Public Health,2020,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,True,,,,True,0.92,True,yes,1.0,0.99,1639,50,6.8838e-05,391.32245900691487,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-2lLLZfYWC7KhGquZs9im,,1d16b25dcca8,2026-09-19T18:34:41+00:00
128,DES-129,4616,SCOPUS_ID:70349662171,10.1093/aje/kwp217,Air pollution and hospitalization for headache in Chile,American Journal Of Epidemiology,2009,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,Air pollution; Environment; Headache,,,True,0.51,True,yes,0.57,0.14,1793,50,7.5306e-05,316.29033299395815,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-y9nLOb5gXf9Eh0aVMqhg,,1d16b25dcca8,2026-09-19T18:34:41+00:00
129,DES-130,10310,SCOPUS_ID:83755172598,10.1016/j.amepre.2011.08.028,"Fax referrals, academic detailing, and tobacco quitline use: A randomized trial",American Journal Of Preventive Medicine,2012,Experimental,Other/None,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,,,,True,0.08,False,no,0.01,0.99,1750,50,7.35e-05,282.07362501416355,1,typesafe/jev-1.13-20260917,gen-dec-1789842880-NPkKNzc3bIwjZfeBFu5Y,,1d16b25dcca8,2026-09-19T18:34:41+00:00
130,DES-131,45198,SCOPUS_ID:85129032728,10.1016/j.ypmed.2022.107065,"Association of prenatal substance use with prenatal and postpartum care: Evidence from the Pregnancy Risk Assessment Monitoring System, 2016–2019",Preventive Medicine,2022,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,False,Intrapartum care; Postpartum care; Prenatal care; Substance use,,,True,0.75,True,yes,0.89,0.78,1903,50,7.9926e-05,324.1645000234712,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-NHgkDi76iK3dvjoCJ717,,1d16b25dcca8,2026-09-19T18:34:41+00:00
131,DES-132,38857,SCOPUS_ID:85165157871,10.1136/jech-2022-220030,Alcohol use and internal migration in Nepal: A cross-sectional study,Journal Of Epidemiology And Community Health,2023,Cross-sectional,Other/None,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,True,ALCOHOLISM; DEMOGRAPHY; HUMAN MIGRATION; MENTAL HEALTH,,,True,0.95,True,yes,1.0,1.0,1736,50,7.2912e-05,427.61033299029805,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-HPLX0gR7fA9xWWy9vRSG,,1d16b25dcca8,2026-09-19T18:34:41+00:00
132,DES-133,45353,SCOPUS_ID:85166925724,10.1016/j.ypmed.2023.107594,"Effective, but underused: lessons learned implementing contingency management in real-world practice settings in the United States",Preventive Medicine,2023,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,True,Addiction technology transfer center; Contingency management; Implementation; Incentives; Lessons; Training,,,True,0.59,True,yes,0.71,0.43,1629,50,6.8418e-05,271.9623330049217,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-73YdN1idz8mQuJOIws9U,,1d16b25dcca8,2026-09-19T18:34:41+00:00
133,DES-134,35231,SCOPUS_ID:18344411203,10.1136/jech.50.suppl_1.s42,Short term respiratory health effects of ambient air pollution: Results of the APHEA project in Paris,Journal Of Epidemiology And Community Health,1996,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,,,,True,0.75,True,yes,0.9,0.79,1718,50,7.2156e-05,307.68566598999314,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-DB0LFKaAFaaxG6HyHimt,,1d16b25dcca8,2026-09-19T18:34:41+00:00
134,DES-135,30084,SCOPUS_ID:0025231692,10.1093/ije/19.1.42,Menopause-related changes in lipoproteins and some other cardiovascular risk factors,International Journal Of Epidemiology,1990,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,,,,True,0.03,False,no,0.0,1.0,1718,50,7.2156e-05,329.53099999576807,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-UgxO7j6IzT9ZXiXYOkrN,,1d16b25dcca8,2026-09-19T18:34:41+00:00
135,DES-136,35957,SCOPUS_ID:0037934010,10.1136/jech.57.10.784,Excess winter mortality in Europe: A cross country analysis identifying key risk factors,Journal Of Epidemiology And Community Health,2003,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,True,,,,True,0.95,True,yes,1.0,0.99,1785,50,7.497e-05,287.2720000159461,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-zLB3GO2d35jCI3XWng76,,1d16b25dcca8,2026-09-19T18:34:41+00:00
136,DES-137,7783,SCOPUS_ID:85212332215,10.1093/aje/kwae148,Statistical approaches for the integration of external controls in a cystic fibrosis clinical trial: A simulation and an application,American Journal Of Epidemiology,2024,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,True,True,False,True,False,bayesian borrowing; causal inference; cystic fibrosis; external controls; historical controls; pulmonary exacerbations,,,True,0.19,False,no,0.06,0.88,1626,50,6.8292e-05,287.7868330106139,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-fZi2AuhC2cbj0uB42JQk,,1d16b25dcca8,2026-09-19T18:34:41+00:00
137,DES-138,6590,SCOPUS_ID:85020380646,10.1093/aje/kww199,Temporal Changes in Mortality Related to Extreme Temperatures for 15 Cities in Northeast Asia: Adaptation to Heat and Maladaptation to Cold,American Journal Of Epidemiology,2017,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,adaptation; climate change; heat and cold; temperature-mortality association; temporal change,,,True,0.18,False,no,0.1,0.79,1610,50,6.762e-05,290.2451659901999,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-A6AvyABXHYw5eJWHJH3R,,1d16b25dcca8,2026-09-19T18:34:41+00:00
138,DES-139,3718,SCOPUS_ID:15744397542,10.1093/aje/kwi086,"Effect of sunscreen and clothing on the number of melanocytic nevi in 1,812 German children attending day care",American Journal Of Epidemiology,2005,Other/None,Experimental,Experimental,Other/None,Experimental,Other/None,False,False,False,False,True,Child; Clothing; Health behavior; Melanoma; Nevus; Pigmented; Sunlight; Sunscreening agents,,,True,0.96,True,yes,1.0,1.0,1663,50,6.9846e-05,322.96062499517575,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-wkrfX8OkWJCaw8g7kHKq,,1d16b25dcca8,2026-09-19T18:34:41+00:00
139,DES-140,41699,SCOPUS_ID:33847267289,10.1016/j.ypmed.2006.11.002,Views on smoking cessation methods in ethnic minority communities: A qualitative investigation,Preventive Medicine,2007,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,True,African Americans; Asian Americans; Native Americans; Race/ethnicity; Smoking cessation,,,True,0.84,True,yes,0.97,0.95,1604,50,6.7368e-05,346.6647499881219,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-QPhTZXoSNIRKM0cstUcy,,1d16b25dcca8,2026-09-19T18:34:41+00:00
140,DES-141,31068,SCOPUS_ID:0029782540,10.1093/ije/25.4.760,Use of psychotropic drugs and risk of myocardial infarction: A case-control study in Finnish farmers,International Journal Of Epidemiology,1996,Case-control,Other/None,Case-control,Experimental,Case-control,Case-control,False,False,False,False,False,Case-control study; Depression; Farmers; Myocardial infarction; Psychotropic drugs,,,True,0.03,False,no,0.0,1.0,1673,50,7.0266e-05,329.28579099825583,1,typesafe/jev-1.13-20260917,gen-dec-1789842881-Z3hRHXsgksAKqsWBLD5q,,1d16b25dcca8,2026-09-19T18:34:41+00:00
