source_row,scopus_id,doi,title,journal,publication_year,keywords,corresponding_author_country,cited_by_count,policy_claim_via_terms,DB review,DB notes,EC review,EC notes,DB notes.1,Unnamed: 15,MW review,MW notes,discrepant?,db re-review,llm_policy_claim,reasoning,EC re-review,EC reasoning,Unnamed: 24,agreed_gold_standard,agreed_gold_standard_with_exclusions,exclusion reason,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
46,SCOPUS_ID:85085015109,10.1016/j.amepre.2020.03.024,"Alcohol Use and Suicidality by Sexual Orientation Among U.S. Youth, 2009â€“2017",American Journal of Preventive Medicine,2020.0,[],United States,8.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.18,False,no,0.09,0.82,1689,50,7.0938e-05,282.81383399735205,1,typesafe/jev-1.13-20260917,gen-dec-1789843167-iZXfSy03UgKAcNbAWI5U,,1d16b25dcca8,2026-09-19T18:39:28+00:00
47,SCOPUS_ID:0033962566,10.1006/pmed.1999.0608,Changes in serum total cholesterol levels over 18 years in a cohort of men and women: The Nijmegen cohort study,Preventive Medicine,2000.0,"['Cholesterol', 'Cohort', 'Epidemiology']",Netherlands,16.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1878,50,7.8876e-05,280.9248339908663,1,typesafe/jev-1.13-20260917,gen-dec-1789843167-oAXenWDeT1eZTgxrbG9R,,1d16b25dcca8,2026-09-19T18:39:28+00:00
48,SCOPUS_ID:84959905141,10.1016/j.ypmed.2016.02.001,The influence of electronic cigarette age purchasing restrictions on adolescent tobacco and marijuana use,Preventive Medicine,2016.0,"['E-cigarettes', 'Electronic nicotine delivery systems', 'Minimum legal purchase age', 'Tobacco control']",United States,72.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.15,False,no,0.02,0.95,1615,50,6.783e-05,259.4001250108704,1,typesafe/jev-1.13-20260917,gen-dec-1789843167-1EJWu6grp08s5N7eEg1d,,1d16b25dcca8,2026-09-19T18:39:28+00:00
49,SCOPUS_ID:84890514902,10.1093/eurpub/cks187,"Association between parental perceptions of residential neighbourhood environments and childhood obesity in Porto, Portugal",European Journal of Public Health,2013.0,[],Portugal,13.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1779,50,7.4718e-05,282.952125009615,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-05hx5f2DG4J4YpHoCedO,,1d16b25dcca8,2026-09-19T18:39:28+00:00
50,SCOPUS_ID:67749091014,10.1093/aje/kwp143,Age of onset in concordant twins and other relative pairs with multiple sclerosis,American Journal of Epidemiology,2009.0,"['Age of onset', 'Environment', 'Family', 'Genetics', 'Multiple sclerosis', 'Twins']",Canada,27.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.02,False,no,0.0,1.0,1732,50,7.2744e-05,251.60858299932443,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-RImR3kYPvMHHLWW0tZ4i,,1d16b25dcca8,2026-09-19T18:39:28+00:00
51,SCOPUS_ID:84857279547,10.2105/AJPH.2011.300295,Position-specific HIV risk in a large network of homeless youths,American Journal of Public Health,2012.0,[],United States,61.0,0.0,1.0,marginal,1.0,Carefully worded but still a strong policy rec based on correlational analyses ,,,,,,,1.0,,True,,,True,True,,True,0.95,True,yes,1.0,1.0,1598,50,6.7116e-05,299.2244580236729,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-9U57K5Rqx7QSPiAIWVPL,,1d16b25dcca8,2026-09-19T18:39:28+00:00
52,SCOPUS_ID:85084695125,10.1093/eurpub/ckaa031,Estonia advances on SDG achievement by tackling high alcohol consumption through a multi-pronged approach,European Journal of Public Health,2020.0,[],Estonia,6.0,0.0,0.0,n/a it's a comment which describes past policy. Shouldn't be in the list but the filtering is imperfect,0.0,,,,,,,,1.0,,False,,,False,False,,True,0.08,False,no,0.01,0.99,1510,50,6.342e-05,295.68483398179524,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-oMS963g5yw4Cst01nTDG,,1d16b25dcca8,2026-09-19T18:39:28+00:00
53,SCOPUS_ID:0033557398,10.1093/oxfordjournals.aje.a009814,Double-blind intervention trial on modulation of ozone effects on pulmonary function by antioxidant supplements,American Journal of Epidemiology,1999.0,"['Antioxidants', 'Bicycling', 'Ozone', 'Spirometry', 'Vitamins']",Netherlands,72.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1685,50,7.077e-05,281.0608330182731,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-4WLUfUNoBn8y5axd1QbC,,1d16b25dcca8,2026-09-19T18:39:28+00:00
54,SCOPUS_ID:0033019577,10.1136/jech.53.7.412,Determinants of self assessed health among Spanish older people living at home,Journal of Epidemiology & Community Health,1999.0,[],Spain,111.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.14,False,no,0.06,0.88,1768,50,7.4256e-05,276.85633397777565,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-rwPqrtOkO8aLFvqN2fgw,,1d16b25dcca8,2026-09-19T18:39:28+00:00
55,SCOPUS_ID:78751685435,10.1016/j.ypmed.2010.07.005,Screen time and risk behaviors in 10- to 16-year-old Canadian youth,Preventive Medicine,2011.0,"['Adolescent', 'Computer', 'Risky behaviors', 'Television', 'Video games']",Canada,52.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.22,False,no,0.08,0.84,1644,50,6.9048e-05,341.6938329755794,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-w4ibkKEEUPRezI6mbYkO,,1d16b25dcca8,2026-09-19T18:39:28+00:00
56,SCOPUS_ID:33744471162,10.1136/jech.2005.039032,Do perceptions of neighbourhood environment influence health? Baseline findings from a British survey of aging,Journal of Epidemiology & Community Health,2006.0,[],United Kingdom,123.0,0.0,1.0,clear - broad but vague implications,1.0,They talk about implications for… Might be stronger in the paper itself,,,,,,,1.0,,True,,,True,True,,True,0.94,True,yes,1.0,0.99,1662,50,6.9804e-05,328.845582989743,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-GI4TRY9mCYp6pPglox2r,,1d16b25dcca8,2026-09-19T18:39:28+00:00
57,SCOPUS_ID:84862587399,10.2105/AJPH.2011.300408,Integrating biodiversity management and indigenous biopiracy protection to promote environmental justice and global health,American Journal of Public Health,2012.0,[],United States,25.0,,1.0,,,,,Review article,,,,,1.0,,True,,,True,,non emperical paper,True,0.96,True,yes,1.0,1.0,1511,50,6.3462e-05,279.753917013295,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-NZDQTZDOzrEzitNYQiSq,,1d16b25dcca8,2026-09-19T18:39:28+00:00
58,SCOPUS_ID:2142711607,10.1136/jech.2003.009852,Is perceived failure in school performance a trigger of physical injury? A case-crossover study of children in Stockholm County,Journal of Epidemiology & Community Health,2004.0,[],Sweden,8.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.05,False,no,0.0,1.0,1597,50,6.7074e-05,224.097708996851,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-A13fNwdlXclFHp19Ahh3,,1d16b25dcca8,2026-09-19T18:39:28+00:00
59,SCOPUS_ID:85047410366,10.1097/EDE.0000000000000795,Diagnostic performance of one-off flexible sigmoidoscopy with fecal immunochemical testing in a large screening population,Epidemiology,2018.0,[],Germany,9.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.21,False,no,0.13,0.74,1718,50,7.2156e-05,283.4705419954844,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-d66mdoHDbTai86wCGpz1,,1d16b25dcca8,2026-09-19T18:39:28+00:00
60,SCOPUS_ID:76549115338,10.1016/j.amepre.2009.10.040,"Neighborhood, Route, and School Environments and Children's Active Commuting",American Journal of Preventive Medicine,2010.0,[],United Kingdom,192.0,0.0,0.0,False,0.0,Calls for the development of interventions,,test if calling for interventions to test !=policy,,,,,1.0,,False,,,False,False,,True,0.82,True,yes,0.96,0.93,1715,50,7.203e-05,311.916625010781,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-tGj9EeylBtTLeZbWccUv,,1d16b25dcca8,2026-09-19T18:39:28+00:00
61,SCOPUS_ID:84905561636,10.1097/EDE.0000000000000143,Long-term exposure to crystalline silica and risk of heart disease mortality,Epidemiology,2014.0,[],United States,30.0,0.0,0.0,marginal,0.0,"They call for new thresholds, which might be a concrete interventions? hard to call this one","agree - The LLM gave good reasoning for this call when I asked it (It suggests that current regulatory standards (""permissible exposure limits"") may need revision—a clear call for attention from policymakers or occupational safety regulators.",,,,,,1.0,,False,,,False,False,,True,0.89,True,yes,0.98,0.97,1777,50,7.4634e-05,335.4503749869764,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-hJZU8A3vOfdrlzzS4z5t,,1d16b25dcca8,2026-09-19T18:39:28+00:00
62,SCOPUS_ID:18844403140,10.1007/s10654-004-6880-1,The epidemiology of anophthalmia and microphthalmia in Sweden,European Journal of Epidemiology,2005.0,"['Anophthalmia', 'Epidemiology', 'Maternal age', 'Microphthalmia', 'Smoking']",Sweden,65.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.02,False,no,0.0,1.0,1672,50,7.0224e-05,306.81979199289344,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-aizgtfK4NzvYk3raa9xg,,1d16b25dcca8,2026-09-19T18:39:28+00:00
63,SCOPUS_ID:0031028150,10.1016/s0749-3797(18)30226-5,Representations of menopause and their health care implications: A qualitative study,American Journal of Preventive Medicine,1997.0,[],United States,20.0,0.0,1.0,clear,1.0,,,,,,,,1.0,,True,,,True,True,,True,0.74,True,yes,0.91,0.83,1680,50,7.056e-05,299.4802499888465,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-aFjEIDhmTDisp0xCtTpS,,1d16b25dcca8,2026-09-19T18:39:28+00:00
64,SCOPUS_ID:0030039192,10.1093/ije/25.1.5,Cancer mortality among North African migrants in France,International Journal of Epidemiology,1996.0,"['Cancer', 'Migrants', 'Mortality', 'North Africa', 'Relative risk']",Switzerland,46.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1705,50,7.161e-05,284.740041999612,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-lXH1kR8b3HsKX7JGyP0u,,1d16b25dcca8,2026-09-19T18:39:28+00:00
65,SCOPUS_ID:84902668737,10.2105/AJPH.2014.301947,Gender-specific associations of objective and perceived neighborhood characteristics with body mass index and waist circumference among older adults in the English Longitudinal Study of Ageing,American Journal of Public Health,2014.0,[],United Kingdom,18.0,0.0,1.0,clear,1.0,,,,,,,,1.0,,True,,,True,True,,True,0.94,True,yes,1.0,0.99,1634,50,6.8628e-05,282.03466601553373,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-qMEn6y5qdmh5fCLtmDdO,,1d16b25dcca8,2026-09-19T18:39:28+00:00
66,SCOPUS_ID:0032914081,10.1136/jech.53.6.348,Association between job characteristics and plasma fibrinogen in a normal working population: A cross sectional analysis in referents of the SHEEP study,Journal of Epidemiology & Community Health,1999.0,[],Sweden,49.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1840,50,7.728e-05,249.6924580191262,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-1x3pDb14R4WjnHt5sZEn,,1d16b25dcca8,2026-09-19T18:39:28+00:00
67,SCOPUS_ID:85005916303,10.1016/j.amepre.2016.09.016,Association of Bacterial Vaginosis With Chlamydia and Gonorrhea Among Women in the U.S. Army,American Journal of Preventive Medicine,2017.0,[],United Kingdom,52.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1772,50,7.4424e-05,269.53662501182407,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-1FdwR72MQpt74IW1jmOy,,1d16b25dcca8,2026-09-19T18:39:29+00:00
68,SCOPUS_ID:0032440796,10.2105/ajph.88.12.1846,Potential barriers to the removal of norplant among family planning clinic patients,American Journal of Public Health,1998.0,[],United States,3.0,0.0,1.0,clear,1.0,,,,,,,,1.0,,True,,,True,True,,True,0.97,True,yes,1.0,1.0,1508,50,6.3336e-05,372.8974580008071,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-IhpRD5CIvIFGi1EvVnyZ,,1d16b25dcca8,2026-09-19T18:39:29+00:00
69,SCOPUS_ID:0032694208,10.1023/A:1007611412532,Osteoporosis and years since menopause,European Journal of Epidemiology,1999.0,"['Bone mineral density (BMD)', 'Epidemiology', 'Osteoporosis', 'Years since menopause']",Japan,8.0,0.0,0.0,,0.0,Unclear whether the abstract is not truncated,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1758,50,7.3836e-05,262.288666999666,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-JkvNkKQJwPzOPEGLpjTR,,1d16b25dcca8,2026-09-19T18:39:29+00:00
70,SCOPUS_ID:0030850107,10.2105/AJPH.87.6.1022,Prenatal health behaviors and psychosocial risk factors in pregnant women of mexican origin: The role of acculturation,American Journal of Public Health,1997.0,[],United States,199.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1486,50,6.2412e-05,259.7055420046672,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-6oiwWQqQkmNlpeOdSP08,,1d16b25dcca8,2026-09-19T18:39:29+00:00
71,SCOPUS_ID:79960815320,10.1093/aje/kwr086,Evaluating the incremental value of new biomarkers with integrated discrimination improvement,American Journal of Epidemiology,2011.0,"['biological markers', 'bootstrap confidence interval', 'prediction', 'risk assessment', 'sampling distribution', 'sampling error', 'selection bias', 'type I error']",United States,167.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.06,False,no,0.01,0.98,1576,50,6.6192e-05,311.9334999937564,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-Nf8zLRs2bSGzzFLQvpxM,,1d16b25dcca8,2026-09-19T18:39:29+00:00
72,SCOPUS_ID:84880312110,10.1016/j.amepre.2013.03.019,Challenges in cervical cancer prevention: A survey of U.S. Obstetrician-Gynecologists,American Journal of Preventive Medicine,2013.0,[],United States,72.0,0.0,0.0,marginal,1.0,I didnt not understand that they were calling for RCTs?,LLM stated TRUE in latest prompt,,,,!!!,1.0,1.0,"borderline. ""may improve"" is very carefully worded",True,,,True,True,,True,0.87,True,yes,0.98,0.96,1753,50,7.3626e-05,332.78329198947176,1,typesafe/jev-1.13-20260917,gen-dec-1789843168-vOCwd5pKXnSXmIb59NMt,,1d16b25dcca8,2026-09-19T18:39:29+00:00
73,SCOPUS_ID:79955779649,10.1093/aje/kwq502,Dynamic path analysis in life-course epidemiology,American Journal of Epidemiology,2011.0,"['blood pressure', 'body mass index', 'epidemiologic methods', 'heart diseases', 'path analysis', 'survival analysis']",Denmark,19.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1630,50,6.846e-05,276.0807080194354,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-mWyCPBF23fs2YHj3bYXp,,1d16b25dcca8,2026-09-19T18:39:29+00:00
74,SCOPUS_ID:84907201782,10.2105/AJPH.2013.301735,Factors influencing adoption of and adherence to indoor smoking bans among health disparity communities,American Journal of Public Health,2014.0,[],United States,12.0,,0.0,,,"Truncated abstract, I can only see the methods. ",latest filtering should remove,,,,,,0.0,scopus didnt properly obtain the abstract,False,,,False,,incomplete abstract,True,0.03,False,no,0.0,1.0,1442,50,6.0564e-05,314.8798329930287,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-mu4XJvGh9rggDmeWBRsq,,1d16b25dcca8,2026-09-19T18:39:29+00:00
75,SCOPUS_ID:0028282150,10.1136/jech.48.2.188,Prevalence of total hip replacement: How much demand has been met?,Journal of Epidemiology & Community Health,1994.0,[],United Kingdom,27.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.15,False,no,0.04,0.93,1680,50,7.056e-05,310.23149998509325,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-KGA03HR5rAE1fAQZZZOY,,1d16b25dcca8,2026-09-19T18:39:29+00:00
76,SCOPUS_ID:0026747758,10.2105/AJPH.82.8.1133,Does equal socioeconomic status in Black and White men mean equal risk of mortality?,American Journal of Public Health,1992.0,[],United States,97.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.05,False,no,0.0,1.0,1518,50,6.3756e-05,349.9524999933783,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-vfcfAVD6XsKViqQRP3VP,,1d16b25dcca8,2026-09-19T18:39:29+00:00
77,SCOPUS_ID:0029968968,10.2105/AJPH.86.11.1607,"Childhood victimization and subsequent risk for promiscuity, prostitution, and teenage pregnancy: A prospective study",American Journal of Public Health,1996.0,[],United States,300.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.08,False,no,0.01,0.99,1612,50,6.7704e-05,392.70320799550973,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-IsGISsLRvYoJXac1rJZm,,1d16b25dcca8,2026-09-19T18:39:29+00:00
78,SCOPUS_ID:85055798363,10.1093/aje/kwy158,The Number of Events per Confounder for Valid Estimation of Risk Difference Using Modified Least-Squares Regression,American Journal of Epidemiology,2018.0,"['confounding', 'events per confounder', 'linear binomial model', 'modified least-squares regression', 'prenatal care', 'risk difference', 'simulation study']",Japan,5.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.05,False,no,0.0,0.99,1625,50,6.825e-05,282.39633300108835,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-sayX3HoHFFQMG8N563jk,,1d16b25dcca8,2026-09-19T18:39:29+00:00
79,SCOPUS_ID:84871232651,10.1093/aje/kws212,Perinatal and family risk factors for Hodgkin lymphoma in childhood through young adulthood,American Journal of Epidemiology,2012.0,"['birth order', 'family', 'fetal development', 'gestational age', 'Hodgkin disease', 'lymphoma', 'maternal age']",United States,51.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1715,50,7.203e-05,286.59254201920703,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-9SpV69OnectmROlj7KAI,,1d16b25dcca8,2026-09-19T18:39:29+00:00
80,SCOPUS_ID:0034032147,10.1023/A:1007621104789,Use of unconventional methods of therapy by cancer patients in Pakistan,European Journal of Epidemiology,2000.0,"['Alternative medicine', 'Cancer patients', 'Developing countries', 'Unconventional medicine']",Pakistan,39.0,0.0,0.0,"marginal given it's a qual study, but doesn't directly make a policy claim? [on 2nd reading I could see this be TRUE, but I kept my original rating]",1.0,"It is vaguely worded but the last sentence calls for alternative policy focus, e.g. public educatino",OK for discrepency if marginal,,,,!!!,1.0,1.0,"borderline case. ""may improve"" is very carefully worded",True,,,True,True,,True,0.94,True,yes,1.0,0.99,1751,50,7.3542e-05,407.99274999881163,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-5elsFoRplzK8Qz0m9UEK,,1d16b25dcca8,2026-09-19T18:39:29+00:00
81,SCOPUS_ID:79960805262,10.1093/aje/kwr074,"Changes in the prevalence of cognitive impairment among older Americans, 1993-2004: Overall trends and differences by race/ethnicity",American Journal of Epidemiology,2011.0,"['African Americans', 'aged', 'aged, 80 and over', 'cognition disorders', 'health status disparities', 'Hispanic Americans', 'prevalence', 'socioeconomic factors']",United States,40.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1735,50,7.287e-05,287.5887080153916,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-Sofibg2LMummlhrd7POQ,,1d16b25dcca8,2026-09-19T18:39:29+00:00
82,SCOPUS_ID:85042868429,10.1136/jech-2017-209333,Longitudinal analysis of cardiovascular disease risk profile in neighbourhood poverty subgroups: 5-year results from an afterschool fitness programme in the USA,Journal of Epidemiology & Community Health,2018.0,"['cardiovascular disease', 'child health', 'health inequalities', 'physical activity', 'poverty']",United States,19.0,0.0,0.0,,1.0,Compelling evidence' for intervention,,,,,!!!,1.0,0.0,borderline,True,They do they that their paper provides compelling evidence for the park intervention,,True,True,,True,0.15,False,no,0.03,0.94,1841,50,7.7322e-05,330.3206250129733,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-z9R9Aq2wLUJmuBMf0K17,,1d16b25dcca8,2026-09-19T18:39:29+00:00
83,SCOPUS_ID:84929055179,10.1093/eurpub/cku229,Comparing variation across European countries: Building geographical areas to provide sounder estimates,European Journal of Public Health,2015.0,[],Spain,7.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.09,False,no,0.01,0.98,1699,50,7.1358e-05,297.4986660119612,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-N49qWPY1qsiZtcHE7D7T,,1d16b25dcca8,2026-09-19T18:39:29+00:00
84,SCOPUS_ID:0027940114,10.1093/ije/23.4.673,No improvement in survival from melanoma diagnosed from 1973 to 1984,International Journal of Epidemiology,1994.0,[],United States,9.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1788,50,7.5096e-05,255.21974998991936,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-WerR0ACjLWCKZ8QeFnHZ,,1d16b25dcca8,2026-09-19T18:39:29+00:00
85,SCOPUS_ID:31944433220,10.1007/s10654-005-4724-2,Characteristics and analysis of risk factors for mortality in infective endocarditis,European Journal of Epidemiology,2006.0,"['Endocarditis', 'Haemodialysis', 'Mental alteration', 'Mortality', 'Prognosis', 'Vegetation']",TÃ¼rkiye,48.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1900,50,7.98e-05,270.20037500187755,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-KpOeLlfsqydOoML6usJU,,1d16b25dcca8,2026-09-19T18:39:29+00:00
86,SCOPUS_ID:0025918863,10.2105/AJPH.81.1.53,"AIDS-related knowledge, sexual behavior, and condom use among men and women in Kinshasa, Zaire",American Journal of Public Health,1991.0,[],United States,39.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1520,50,6.384e-05,266.28845900995657,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-yS4VKIIg1soPqmo2MprD,,1d16b25dcca8,2026-09-19T18:39:29+00:00
87,SCOPUS_ID:85207423519,10.1136/jech-2024-222677,Association of housing tenure and unaffordable housing with preterm birth and other adverse birth outcomes in Canada: a population-based study,Journal of Epidemiology & Community Health,2024.0,[],Canada,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.17,False,no,0.05,0.89,1803,50,7.5726e-05,292.9603749944363,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-xJtvtSFHEwT6QCoO2hrV,,1d16b25dcca8,2026-09-19T18:39:29+00:00
88,SCOPUS_ID:85108568071,10.1136/jech-2021-216581,Effectiveness of the population-based a â‚¬ check your health preventive programme' conducted in a primary care setting: A pragmatic randomised controlled trial,Journal of Epidemiology & Community Health,2022.0,"['epidemiology of chronic non communicable diseases', 'health promotion', 'prevention', 'treatment outcome']",Denmark,2.0,0.0,0.0,,1.0,Strong claim on effectiveness of intervention in RCT,,,,,,0.0,0.0,Conclusion seemed to describe study results,False,,,False,False,,True,0.06,False,no,0.0,1.0,1946,50,8.1732e-05,274.87370898597874,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-xFrGogihvCOFXFy98Tfj,,1d16b25dcca8,2026-09-19T18:39:29+00:00
89,SCOPUS_ID:84856106049,10.1093/eurpub/ckq193,Prevalence and regional differences of gestational diabetes mellitus and oral glucose tolerance tests in Finland,European Journal of Public Health,2012.0,[],Finland,20.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1735,50,7.287e-05,317.5337499997113,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-J9PZwHnoZ1rOvwO4aWxK,,1d16b25dcca8,2026-09-19T18:39:29+00:00
90,SCOPUS_ID:0842281637,10.1016/j.ypmed.2003.11.003,"Nicotine dependence, quit attempts, and quitting among smokers in a regional population sample from a country with a high prevalence of tobacco smoking",Preventive Medicine,2004.0,"['Nicotine dependence', 'Quit attempts', 'Smoking', 'Smoking cessation']",Germany,82.0,0.0,1.0,clear,1.0,,,,,,,,1.0,,True,,,True,True,,True,0.96,True,yes,1.0,1.0,1622,50,6.8124e-05,303.31641700468026,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-VtgSdtE3TqEvZjf7Del0,,1d16b25dcca8,2026-09-19T18:39:29+00:00
91,SCOPUS_ID:85142342895,10.1016/j.ypmed.2022.107345,Total cost of care associated with opioid use disorder treatment,Preventive Medicine,2023.0,"['Healthcare cost', 'Medicaid', 'Medication for opioid use disorder']",United States,2.0,0.0,1.0,"marginal e.g., additional policy is required may be reasonable eg to solve an unresolved health issue",1.0,Vaguely worded but calls for policy changes,,,,,,,1.0,,True,,,True,True,,True,0.97,True,yes,1.0,1.0,1635,50,6.867e-05,288.9973339915741,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-nRqVxb6FYtmcQaEPVHUX,,1d16b25dcca8,2026-09-19T18:39:29+00:00
92,SCOPUS_ID:0035038622,10.2105/AJPH.91.5.761,Depression and substance use in minority middle-school students,American Journal of Public Health,2001.0,[],United States,90.0,0.0,1.0,clear,1.0,,,,,,,,1.0,,True,,,True,True,,True,0.95,True,yes,1.0,1.0,1574,50,6.6108e-05,260.7057500281371,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-FqGrA0cOtuL2XVYxb8GR,,1d16b25dcca8,2026-09-19T18:39:29+00:00
93,SCOPUS_ID:33947211169,10.1093/aje/kwk063,"Smoking, hypertension, alcohol consumption, and risk of abdominal aortic aneurysm in men",American Journal of Epidemiology,2007.0,"['Alcoholic beverages', 'Aorta', 'Aortic aneurysm', 'Ethanol', 'Risk factors', 'Smoking']",United States,81.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.02,False,no,0.0,1.0,1690,50,7.098e-05,336.42704199883156,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-DVHXSAcBojmdjuw3CHYQ,,1d16b25dcca8,2026-09-19T18:39:30+00:00
94,SCOPUS_ID:0036301558,10.1093/ije/31.3.587,An ecologic study of protective equipment and injury in two contact sports,International Journal of Epidemiology,2002.0,"['Football', 'Protective devices', 'Rugby Union', 'Sports injuries']",United States,48.0,0.0,0.0,,0.0,,,,,,,,0.0,,False,,,False,False,,True,0.23,False,no,0.08,0.84,1705,50,7.161e-05,282.41245800745673,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-Zxl9qxYzMZJ1MQdc0hZt,,1d16b25dcca8,2026-09-19T18:39:30+00:00
95,SCOPUS_ID:85169087027,10.1093/eurpub/ckad083,Impact of a sugar-sweetened beverage tax on sugar producers in Ukraine,European Journal of Public Health,2023.0,[],United States,0.0,0.0,1.0,interesting negation of a policy success claim,1.0,,,,,,,,1.0,,True,,,True,True,,True,0.28,False,no,0.2,0.61,1543,50,6.4806e-05,304.1021660028491,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-M8LkWm6y00IudJHDxRLt,,1d16b25dcca8,2026-09-19T18:39:30+00:00
