source_row,review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,manual_check1,manual_check2,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
92,DES-093,45431,SCOPUS_ID:85165290956,10.1016/j.ypmed.2023.107607,Association of cardiovascular health using Life's Essential 8 with noncommunicable disease multimorbidity,Preventive Medicine,2023,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,Adults; Cardiovascular health; Life's Essential 8; Multimorbidity; NHANES; Noncommunicable disease,,,TRUE,0.03,FALSE,no,0,1,1755,50,7.371e-5,242.065,,typesafe/jev-1.13-20260917,gen-dec-1789843830-9uqM2BsW6sFyPii2Xo3m,,1d16b25dcca8,2026-09-19T18:50:35+0000
93,DES-094,1736,SCOPUS_ID:0031057125,10.1093/oxfordjournals.aje.a009107,Nicotine patches in smoking cessation: A randomized trial among over- the-counter customers in Denmark,American Journal Of Epidemiology,1997,Experimental,Experimental,Experimental,Experimental,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,drug administration routes; drugs; nicotine; non-prescription; placebo effect; randomized controlled trials; smoking cessation,,,TRUE,0.04,FALSE,no,0,1,1802,50,7.5684e-5,245.29000000000002,,typesafe/jev-1.13-20260917,gen-dec-1789843830-qVAnGohatC6ve1lb3aGE,,1d16b25dcca8,2026-09-19T18:50:35+0000
94,DES-095,24600,SCOPUS_ID:0033851958,10.1023/a:1007627332215,"Cancer mortality and exposure to chemical carcinogens in the work place: An ecological study in the Valencian Community, Spain (1981-1995)",European Journal Of Epidemiology,2000,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,Cancer; Chemical carcinogens; Ecological study; Geographical differences; Job-exposure; Mortality,,,TRUE,0.05,FALSE,no,0,1,1648,50,6.9216e-5,305.40299999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843831-4zwV2rVHp2kw9XQav3fJ,,1d16b25dcca8,2026-09-19T18:50:35+0000
95,DES-096,42244,SCOPUS_ID:80955144172,10.1016/j.ypmed.2011.08.019,"""If there wasn't the technology then I would probably be out everyday"": A qualitative study of children's strategies to reduce their screen viewing",Preventive Medicine,2011,Qualitative,Other/None,Qualitative,Qualitative,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,Children; Focus groups; Physical activity; Screen-viewing; Sedentary lifestyle,,,TRUE,0.56,TRUE,yes,0.65,0.3,1648,50,6.9216e-5,284.911,,typesafe/jev-1.13-20260917,gen-dec-1789843831-lGNHflnztlUr3eb4Itlr,,1d16b25dcca8,2026-09-19T18:50:35+0000
96,DES-097,38188,SCOPUS_ID:85042849066,10.1136/jech-2017-209847,Do flexible work policies improve parents' health? A natural experiment based on the UK Millennium Cohort Study,Journal Of Epidemiology And Community Health,2018,Quasi-experimental,Quasi-experimental,Quasi-experimental,Cohort,Quasi-experimental,Other/None,FALSE,TRUE,FALSE,TRUE,TRUE,cohort studies; lngitudinal studies; maternal health; policy; workplace,,,TRUE,0.92,TRUE,yes,0.99,0.98,1738,50,7.2996e-5,407.86899999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843831-w4TcAsJ5Cpq1RgR1ubDr,,1d16b25dcca8,2026-09-19T18:50:35+0000
97,DES-098,12067,SCOPUS_ID:85084603369,10.1016/j.amepre.2019.12.024,Impact of the Centers for Disease Control and Prevention Recommendation and State Law on Birth Cohort Hepatitis C Screening of New York City Medicaid Recipients,American Journal Of Preventive Medicine,2020,Cohort,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,FALSE,TRUE,FALSE,TRUE,TRUE,,,,TRUE,0.82,TRUE,yes,0.93,0.86,1754,50,7.3668e-5,286.74,,typesafe/jev-1.13-20260917,gen-dec-1789843831-nd9tbVHpCT5c03NNr7pL,,1d16b25dcca8,2026-09-19T18:50:35+0000
98,DES-099,6708,SCOPUS_ID:85054250509,10.1093/aje/kwy113,Which Method of Fall Ascertainment Captures the Most Falls in Prefrail and Frail Seniors?,American Journal Of Epidemiology,2018,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,aged; ascertainment methods; diaries; falls; frailty; hotlines; seniors,,,TRUE,0.52,TRUE,yes,0.62,0.24,1711,50,7.1862e-5,349.968,,typesafe/jev-1.13-20260917,gen-dec-1789843831-i3nWIsaSxDcvp0gmo8sS,,1d16b25dcca8,2026-09-19T18:50:35+0000
99,DES-100,38104,SCOPUS_ID:85052847690,10.1136/jech-2018-210701,Does environment influence childhood BMI? A longitudinal analysis of children aged 3-11,Journal Of Epidemiology And Community Health,2018,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,TRUE,FALSE,TRUE,FALSE,child health; housing; life course / childhood circumstances; longitudinal studies; obesity,,,TRUE,0.05,FALSE,no,0,1,1694,50,7.1148e-5,308.88100000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843831-YdiFoo5781PjmEk5wUQo,,1d16b25dcca8,2026-09-19T18:50:35+0000
100,DES-101,6972,SCOPUS_ID:85072687046,10.1093/aje/kwz100,Effect Estimates in Randomized Trials and Observational Studies: Comparing Apples with Apples,American Journal Of Epidemiology,2019,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,antiretroviral initiation; causal inference; per-protocol effect; target trial,,,TRUE,0.03,FALSE,no,0,1,1547,50,6.4974e-5,373.332,,typesafe/jev-1.13-20260917,gen-dec-1789843831-8mElBTTsG5CmeoPUlRGA,,1d16b25dcca8,2026-09-19T18:50:35+0000
101,DES-102,18452,SCOPUS_ID:84886400284,10.2105/ajph.2013.301287,Secondhand smoke exposure and smoking behavior among young adult bar patrons,American Journal Of Public Health,2013,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.92,TRUE,yes,0.99,0.98,1616,50,6.7872e-5,749.0120000000001,,typesafe/jev-1.13-20260917,gen-dec-1789843831-JLpWtRkYHCdGAeH8WrVO,,1d16b25dcca8,2026-09-19T18:50:35+0000
102,DES-103,28666,SCOPUS_ID:85044336737,10.1093/eurpub/ckx148,Maternal serum bisphenol A levels and risk of pre-eclampsia: A nested case-control study,European Journal Of Public Health,2017,Case-control,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1837,50,7.7154e-5,306.544,,typesafe/jev-1.13-20260917,gen-dec-1789843831-bCi8U9qVAu2MPF71uJLg,,1d16b25dcca8,2026-09-19T18:50:35+0000
103,DES-104,29564,SCOPUS_ID:85135501070,10.1093/eurpub/ckac070,"European mature adults and elderly are moving closer to the Mediterranean diet - a longitudinal study, 2013-19",European Journal Of Public Health,2022,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.08,FALSE,no,0.01,0.98,1753,50,7.3626e-5,345.478,,typesafe/jev-1.13-20260917,gen-dec-1789843831-bxaIYqacxqTPyPnAiShG,,1d16b25dcca8,2026-09-19T18:50:35+0000
104,DES-105,21309,SCOPUS_ID:0028939653,10.1097/00001648-199505000-00008,An analysis of the process of human immunodeficiency virus sexual risk behavior change,Epidemiology,1995,Other/None,Ecological / Time-series,Ecological / Time-series,Cohort,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,Cohort study; Data collection; Exposure categorization; HIV/AIDS; Markov models; Pattern; Process; Risk behavior,,,TRUE,0.51,TRUE,yes,0.63,0.25,1546,50,6.4932e-5,271.035,,typesafe/jev-1.13-20260917,gen-dec-1789843831-wwFgjcNyLcl8wFPF6f21,,1d16b25dcca8,2026-09-19T18:50:35+0000
105,DES-106,3559,SCOPUS_ID:28944452411,10.1093/aje/kwi342,"Physical activity, obesity, energy intake, and the risk of non-Hodgkin's lymphoma: A population-based case-control study",American Journal Of Epidemiology,2005,Case-control,Case-control,Case-control,Case-control,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,Case-control studies; Energy intake; Exercise; Lymphoma; Non-hodgkin; Obesity; Recreation,,,TRUE,0.04,FALSE,no,0,1,1797,50,7.5474e-5,284.07300000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843831-UQsyqYefowEXCxaDql2j,,1d16b25dcca8,2026-09-19T18:50:35+0000
106,DES-107,3764,SCOPUS_ID:13544249699,10.1093/aje/kwi041,Occupational magnetic fields and female breast cancer: A case-control study using Swedish population registers and new exposure data,American Journal Of Epidemiology,2005,Case-control,Other/None,Case-control,Case-control,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,"Breast neoplasms; Case-control studies; Electromagnetic fields; Female; Receptors, estrogen",,,TRUE,0.03,FALSE,no,0,1,1615,50,6.783e-5,331.84799999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843831-jEQUqG23fc9juyzoKvnl,,1d16b25dcca8,2026-09-19T18:50:35+0000
107,DES-108,29794,SCOPUS_ID:85205334652,10.1093/eurpub/ckae083,Differences in colorectal cancer awareness between screening eligible vs. ineligible Palestinians: A national cross-sectional study,European Journal Of Public Health,2024,Cross-sectional,Other/None,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1814,50,7.6188e-5,338.94,,typesafe/jev-1.13-20260917,gen-dec-1789843831-lRAveXHHwB9WPv5xkNCF,,1d16b25dcca8,2026-09-19T18:50:35+0000
108,DES-109,16809,SCOPUS_ID:31544435452,10.2105/ajph.2004.059840,Relative effectiveness of worker safety and health training methods,American Journal Of Public Health,2006,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,,,,TRUE,0.61,TRUE,yes,0.71,0.41,1567,50,6.5814e-5,241.269,,typesafe/jev-1.13-20260917,gen-dec-1789843831-hrUJAnL5ImlohnQBo2AA,,1d16b25dcca8,2026-09-19T18:50:35+0000
109,DES-110,28795,SCOPUS_ID:85056722999,10.1093/eurpub/cky095,A qualitative study on primary health care responses to intimate partner violence during the economic crisis in Spain,European Journal Of Public Health,2018,Qualitative,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.97,TRUE,yes,1,1,1641,50,6.8922e-5,316.944,,typesafe/jev-1.13-20260917,gen-dec-1789843831-pWvufvEgHuJt89unPF96,,1d16b25dcca8,2026-09-19T18:50:35+0000
110,DES-111,31809,SCOPUS_ID:0035093497,10.1093/ije/30.1.88,Birthweight and behavioural problems in children: A modifiable effect?,International Journal Of Epidemiology,2001,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,Behavioural problems; Birthweight; Children; Health inequalities; SDQ; Social environment,,,TRUE,0.05,FALSE,no,0,1,1801,50,7.5642e-5,286.95799999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843831-ZD9VRozas0nHm3abuCDD,,1d16b25dcca8,2026-09-19T18:50:35+0000
111,DES-112,32918,SCOPUS_ID:79953727246,10.1093/ije/dyp336,An evaluation of the impact of a large reduction in alcohol prices on alcohol-related and all-cause mortality: Time series analysis of a population-based natural experiment,International Journal Of Epidemiology,2011,Quasi-experimental,Ecological / Time-series,Quasi-experimental,Other/None,Quasi-experimental,Other/None,FALSE,TRUE,FALSE,TRUE,FALSE,Alcohol drinking; Alcohol-related disorders; Cardiovascular diseases; Commerce; Economics; Mortality,,,TRUE,0.07,FALSE,no,0,1,1850,50,7.77e-5,326.43,,typesafe/jev-1.13-20260917,gen-dec-1789843831-TlcfiXkk2uiAWzOhfFxo,,1d16b25dcca8,2026-09-19T18:50:35+0000
112,DES-113,22992,SCOPUS_ID:84894105484,10.1097/ede.0000000000000042,Cause-specific mortality among spouses of parkinson disease patients,Epidemiology,2014,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1768,50,7.4256e-5,416.772,,typesafe/jev-1.13-20260917,gen-dec-1789843831-Bh6U74JALH5a3OYlHxKR,,1d16b25dcca8,2026-09-19T18:50:35+0000
113,DES-114,16955,SCOPUS_ID:34948844524,10.2105/ajph.2006.090399,The effect of disseminating evidence-based interventions that promote physical activity to health departments,American Journal Of Public Health,2007,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,TRUE,,,,TRUE,0.57,TRUE,yes,0.69,0.37,1587,50,6.6654e-5,357.977,,typesafe/jev-1.13-20260917,gen-dec-1789843831-20qOZv6PgQoawKqgemNI,,1d16b25dcca8,2026-09-19T18:50:35+0000
114,DES-115,27305,SCOPUS_ID:3042555349,10.1093/eurpub/14.2.212,Social position and functional decline among non-disabled old men and women,European Journal Of Public Health,2004,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,Changes; Disability; Elderly; Material wealth; Social inequalities; Social position,,,TRUE,0.09,FALSE,no,0.02,0.96,1584,50,6.6528e-5,272.45200000000006,,typesafe/jev-1.13-20260917,gen-dec-1789843831-fAGyI0Vus5r0xEXKr9de,,1d16b25dcca8,2026-09-19T18:50:35+0000
115,DES-116,28814,SCOPUS_ID:85059287281,10.1093/eurpub/cky013,Changes in physical and mental health functioning during retirement transition: A register-linkage follow-up study,European Journal Of Public Health,2018,Cohort,Other/None,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.59,TRUE,yes,0.69,0.37,1742,50,7.3164e-5,262.594,,typesafe/jev-1.13-20260917,gen-dec-1789843831-wvYaVIhfWe9UAxqBntOv,,1d16b25dcca8,2026-09-19T18:50:35+0000
116,DES-117,25601,SCOPUS_ID:77953232402,10.1007/s10654-010-9431-y,A successful implementation of e-epidemiology: The Danish pregnancy planning study 'Snart-Gravid',European Journal Of Epidemiology,2010,Other/None,Cohort,Cohort,Cohort,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,Cost efficiency; Feasibility; Internet-based recruitment and follow-up; Pregnancy planning study; Prospective cohort,,,TRUE,0.09,FALSE,no,0.01,0.98,1671,50,7.0182e-5,305.17,,typesafe/jev-1.13-20260917,gen-dec-1789843831-V2hGecjZou9d1EXutXtd,,1d16b25dcca8,2026-09-19T18:50:35+0000
117,DES-118,16508,SCOPUS_ID:24144456535,10.2105/ajph.2004.044743,Prevalence of physical activity among Chinese adults: Results from the International Collaborative Study of Cardiovascular Disease in Asia,American Journal Of Public Health,2005,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.97,TRUE,yes,1,1,1624,50,6.8208e-5,292.132,,typesafe/jev-1.13-20260917,gen-dec-1789843831-RWDTueIVsDebb14unzUL,,1d16b25dcca8,2026-09-19T18:50:35+0000
118,DES-119,18782,SCOPUS_ID:84907829497,10.2105/ajph.2014.302116,Factors influencing parental involvement among minors seeking an abortion: A qualitative study,American Journal Of Public Health,2014,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.04,FALSE,no,0,1,1574,50,6.6108e-5,336.365,,typesafe/jev-1.13-20260917,gen-dec-1789843831-jWNMZqVSq9VQ9mwaFoar,,1d16b25dcca8,2026-09-19T18:50:35+0000
119,DES-120,18298,SCOPUS_ID:84857327491,10.2105/ajph.2011.300470,Sleep disturbance preceding suicide among veterans,American Journal Of Public Health,2012,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.75,TRUE,yes,0.91,0.81,1573,50,6.6066e-5,297.85499999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843831-owAjRIZrIR9CKuBs1wMI,,1d16b25dcca8,2026-09-19T18:50:35+0000
120,DES-121,44524,SCOPUS_ID:85087292947,10.1016/j.ypmed.2020.106186,"The impact of the Great Recession on California domestic violence events, and related hospitalizations and emergency service visits",Preventive Medicine,2020,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,TRUE,Domestic violence; Hospitalizations; Social determinants,,,TRUE,0.91,TRUE,yes,0.99,0.98,1755,50,7.371e-5,319.11899999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843831-IDPWkfjghi4ntheIqdAc,,1d16b25dcca8,2026-09-19T18:50:35+0000
121,DES-122,19114,SCOPUS_ID:84896533492,10.2105/ajph.2013.301666,Social branding to decrease smoking among young adults in bars,American Journal Of Public Health,2014,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.51,TRUE,yes,0.58,0.15,1688,50,7.0896e-5,316.342,,typesafe/jev-1.13-20260917,gen-dec-1789843831-x5LYJNm0LhPbMKnaSTgv,,1d16b25dcca8,2026-09-19T18:50:35+0000
122,DES-123,7492,SCOPUS_ID:85139573237,10.1093/aje/kwac123,Lifetime Exposure to Welding Fumes and Risk of Some Rare Cancers,American Journal Of Epidemiology,2022,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,biliary tract cancer; bone cancer; male breast cancer; mycosis fungoides; small intestine cancer; thymus cancer; uveal melanoma; welder,,,TRUE,0.04,FALSE,no,0,1,1704,50,7.1568e-5,323.598,,typesafe/jev-1.13-20260917,gen-dec-1789843832-Iqp5uZlUynvC6u7kWGoD,,1d16b25dcca8,2026-09-19T18:50:35+0000
123,DES-124,9110,SCOPUS_ID:22244440177,10.1016/j.amepre.2005.04.004,Screen-viewing behaviors among preschoolers: Parents' perceptions,American Journal Of Preventive Medicine,2005,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.95,TRUE,yes,1,1,1651,50,6.9342e-5,268.686,,typesafe/jev-1.13-20260917,gen-dec-1789843832-CpNmIS7FeHC8xT0C4XtB,,1d16b25dcca8,2026-09-19T18:50:35+0000
124,DES-125,21491,SCOPUS_ID:0343472105,10.1097/00001648-199701000-00003,Individual nonsteroidal antiinflammatory drugs and other risk factors for upper gastrointestinal bleeding and perforation,Epidemiology,1997,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,age; corticosteroids; drug interaction; drug utilization; gastrointestinal toxicity; medical record linkage; nonsteroidal antiinflammatory agents,,,TRUE,0.04,FALSE,no,0,1,1693,50,7.1106e-5,302.289,,typesafe/jev-1.13-20260917,gen-dec-1789843832-FrBpYuyNNRCvrXVBCjKN,,1d16b25dcca8,2026-09-19T18:50:35+0000
125,DES-126,24890,SCOPUS_ID:0041803237,10.1023/a:1024620617272,Evaluating a campaign to detect early stage breast tumors in the United States,European Journal Of Epidemiology,2003,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,Breast cancer; Community campaigns; Evaluation,,,TRUE,0.86,TRUE,yes,0.98,0.97,1572,50,6.6024e-5,284.532,,typesafe/jev-1.13-20260917,gen-dec-1789843832-7kVDutmxvycnsI6vz3ys,,1d16b25dcca8,2026-09-19T18:50:35+0000
126,DES-127,44870,SCOPUS_ID:85104075810,10.1016/j.ypmed.2021.106548,Effect of Washington State and Colorado's cannabis legalization on death by suicides,Preventive Medicine,2021,Other/None,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,Death by suicide; Health policy; Quantitative evaluation; Synthetic control modeling,,,TRUE,0.05,FALSE,no,0,1,1725,50,7.245e-5,300.572,,typesafe/jev-1.13-20260917,gen-dec-1789843832-jcmWQoycKgEGRrStgw2T,,1d16b25dcca8,2026-09-19T18:50:35+0000
127,DES-128,29207,SCOPUS_ID:85089922239,10.1093/eurpub/ckaa073,Sexual health services in community pharmacy for women on opioid substitution treatment: A qualitative study,European Journal Of Public Health,2020,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.92,TRUE,yes,1,0.99,1639,50,6.8838e-5,283.069,,typesafe/jev-1.13-20260917,gen-dec-1789843832-piQjqvxrj9fj4W5Vvoxp,,1d16b25dcca8,2026-09-19T18:50:35+0000
128,DES-129,4616,SCOPUS_ID:70349662171,10.1093/aje/kwp217,Air pollution and hospitalization for headache in Chile,American Journal Of Epidemiology,2009,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,Air pollution; Environment; Headache,,,TRUE,0.52,TRUE,yes,0.62,0.25,1793,50,7.5306e-5,291.203,,typesafe/jev-1.13-20260917,gen-dec-1789843832-pTixP0jGroCITg56jOn2,,1d16b25dcca8,2026-09-19T18:50:35+0000
129,DES-130,10310,SCOPUS_ID:83755172598,10.1016/j.amepre.2011.08.028,"Fax referrals, academic detailing, and tobacco quitline use: A randomized trial",American Journal Of Preventive Medicine,2012,Experimental,Other/None,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.09,FALSE,no,0.01,0.99,1750,50,7.35e-5,296.817,,typesafe/jev-1.13-20260917,gen-dec-1789843832-GH36UDFEXLtAr0Vjs1qT,,1d16b25dcca8,2026-09-19T18:50:35+0000
130,DES-131,45198,SCOPUS_ID:85129032728,10.1016/j.ypmed.2022.107065,"Association of prenatal substance use with prenatal and postpartum care: Evidence from the Pregnancy Risk Assessment Monitoring System, 2016–2019",Preventive Medicine,2022,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,Intrapartum care; Postpartum care; Prenatal care; Substance use,,,TRUE,0.75,TRUE,yes,0.89,0.78,1903,50,7.9926e-5,281.589,,typesafe/jev-1.13-20260917,gen-dec-1789843832-y7nrLNXuITINtSfHN6Uz,,1d16b25dcca8,2026-09-19T18:50:35+0000
131,DES-132,38857,SCOPUS_ID:85165157871,10.1136/jech-2022-220030,Alcohol use and internal migration in Nepal: A cross-sectional study,Journal Of Epidemiology And Community Health,2023,Cross-sectional,Other/None,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,ALCOHOLISM; DEMOGRAPHY; HUMAN MIGRATION; MENTAL HEALTH,,,TRUE,0.94,TRUE,yes,1,0.99,1736,50,7.2912e-5,281.906,,typesafe/jev-1.13-20260917,gen-dec-1789843832-oXxnHIcGwNrpiBoFjIyT,,1d16b25dcca8,2026-09-19T18:50:35+0000
132,DES-133,45353,SCOPUS_ID:85166925724,10.1016/j.ypmed.2023.107594,"Effective, but underused: lessons learned implementing contingency management in real-world practice settings in the United States",Preventive Medicine,2023,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,Addiction technology transfer center; Contingency management; Implementation; Incentives; Lessons; Training,,,TRUE,0.61,TRUE,yes,0.7,0.41,1629,50,6.8418e-5,315.305,,typesafe/jev-1.13-20260917,gen-dec-1789843832-JaeD3dZE7C7PrHvn8m6C,,1d16b25dcca8,2026-09-19T18:50:35+0000
133,DES-134,35231,SCOPUS_ID:18344411203,10.1136/jech.50.suppl_1.s42,Short term respiratory health effects of ambient air pollution: Results of the APHEA project in Paris,Journal Of Epidemiology And Community Health,1996,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.74,TRUE,yes,0.91,0.81,1718,50,7.2156e-5,323.209,,typesafe/jev-1.13-20260917,gen-dec-1789843832-2VU4O6lvkWbYrgjcqEyA,,1d16b25dcca8,2026-09-19T18:50:35+0000
134,DES-135,30084,SCOPUS_ID:0025231692,10.1093/ije/19.1.42,Menopause-related changes in lipoproteins and some other cardiovascular risk factors,International Journal Of Epidemiology,1990,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1718,50,7.2156e-5,291.46,,typesafe/jev-1.13-20260917,gen-dec-1789843832-IUUFLjTLEkDZFXQ1pK8S,,1d16b25dcca8,2026-09-19T18:50:35+0000
135,DES-136,35957,SCOPUS_ID:0037934010,10.1136/jech.57.10.784,Excess winter mortality in Europe: A cross country analysis identifying key risk factors,Journal Of Epidemiology And Community Health,2003,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.95,TRUE,yes,1,0.99,1785,50,7.497e-5,296.082,,typesafe/jev-1.13-20260917,gen-dec-1789843832-hf3BY0guw02opk2wJ4E7,,1d16b25dcca8,2026-09-19T18:50:35+0000
136,DES-137,7783,SCOPUS_ID:85212332215,10.1093/aje/kwae148,Statistical approaches for the integration of external controls in a cystic fibrosis clinical trial: A simulation and an application,American Journal Of Epidemiology,2024,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,TRUE,TRUE,FALSE,TRUE,FALSE,bayesian borrowing; causal inference; cystic fibrosis; external controls; historical controls; pulmonary exacerbations,,,TRUE,0.19,FALSE,no,0.07,0.87,1626,50,6.8292e-5,350.781,,typesafe/jev-1.13-20260917,gen-dec-1789843832-q01Z9D91tR9BmRDr9kEB,,1d16b25dcca8,2026-09-19T18:50:35+0000
137,DES-138,6590,SCOPUS_ID:85020380646,10.1093/aje/kww199,Temporal Changes in Mortality Related to Extreme Temperatures for 15 Cities in Northeast Asia: Adaptation to Heat and Maladaptation to Cold,American Journal Of Epidemiology,2017,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,adaptation; climate change; heat and cold; temperature-mortality association; temporal change,,,TRUE,0.17,FALSE,no,0.1,0.8,1610,50,6.762e-5,241.60799999999998,,typesafe/jev-1.13-20260917,gen-dec-1789843832-n85Mu55BV0XdvD9jLrLq,,1d16b25dcca8,2026-09-19T18:50:35+0000
138,DES-139,3718,SCOPUS_ID:15744397542,10.1093/aje/kwi086,"Effect of sunscreen and clothing on the number of melanocytic nevi in 1,812 German children attending day care",American Journal Of Epidemiology,2005,Other/None,Experimental,Experimental,Other/None,Experimental,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,Child; Clothing; Health behavior; Melanoma; Nevus; Pigmented; Sunlight; Sunscreening agents,,,TRUE,0.96,TRUE,yes,1,1,1663,50,6.9846e-5,256.084,,typesafe/jev-1.13-20260917,gen-dec-1789843832-Qn0BF1IC1lUpFOMmgkmH,,1d16b25dcca8,2026-09-19T18:50:35+0000
